Giá,Diện tích,Số phòng ngủ,Số toilet,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
38.0,100.0,8,5,"459/8A Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",2023-05-20,2023-06-04,6678,Quận 1,Đường Trần Hưng Đạo,67
18.0,77.0,4,3,"476/4b Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-05-31,2023-06-15,7145,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,36
19.0,85.0,3,2,"482/8 Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-07-03,2023-07-18,9644,Quận Bình Thạnh,Đường Lê Quang Định,38
26.0,99.0,6,4,"486/2 Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-05-13,2023-05-28,6502,Quận Phú Nhuận,Đường Phan Xích Long,26
35.0,72.0,4,4,"489 Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-04-07,2023-04-22,5292,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,35
19.5,76.0,4,3,"49a7 Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-05-09,2023-05-24,5226,Quận Phú Nhuận,Đường Phan Đăng Lưu,29
25.0,85.0,5,3,"158/12C Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-06-17,2023-07-02,8715,Quận Tân Bình,Đường Hoàng Hoa Thám,29
30.0,70.0,5,5,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2023-02-13,2023-02-28,2445,Quận 10,Đường 3/2,61
19.0,88.0,4,4,"51/4 Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",2023-04-18,2023-05-03,5669,Quận Tân Bình,Đường Giải Phóng,71
18.0,72.0,3,3,"51a Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",2023-09-08,2023-09-23,12869,Quận Tân Bình,Đường Giải Phóng,37
14.0,48.0,2,2,"525/10 Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-10-13,2023-10-28,14080,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,74
18.0,67.0,4,3,"54/6A Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-02-14,2023-03-01,1656,Quận Phú Nhuận,Đường Đào Duy Anh,62
23.0,63.0,4,3,"Hẻm 543 Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh",2023-07-08,2023-07-23,9884,Quận 3,Đường Nguyễn Đình Chiểu,45
15.0,84.0,3,2,"544/17B Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2023-06-23,2023-07-08,9151,Quận Tân Bình,Đường Lý Thường Kiệt,93
21.0,100.0,5,4,"58/4A Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",2023-07-22,2023-08-06,10930,Quận Tân Bình,Đường Nguyễn Minh Hoàng,39
19.0,60.0,4,3,"58A Đường Phan Chu Trinh, Phường 24, Bình Thạnh, Hồ Chí Minh",2023-05-12,2023-05-27,6478,Quận Bình Thạnh,Đường Phan Chu Trinh,71
55.0,135.0,0,0,"112c Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-06-06,2023-06-21,7432,Quận Phú Nhuận,Đường Phổ Quang,58
50.0,68.0,6,6,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2023-10-30,2023-11-14,15080,Quận 10,Đường Lý Thường Kiệt,56
27.0,68.0,5,6,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2022-12-21,2023-01-05,1848,Quận 10,Đường 3/2,42
19.0,85.0,4,4,"61/1D Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-05-16,2023-05-31,6584,Quận Tân Bình,Đường Bình Giã,63
19.0,83.0,4,3,"Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-07-21,2023-08-05,10898,Quận Tân Bình,Đường Bình Giã,70
19.0,72.0,4,0,"99/ Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-07-12,2023-07-27,10000,Quận Tân Bình,Đường Phổ Quang,52
25.0,64.0,5,3,"666/24 Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2023-09-07,2023-09-22,12880,Quận 10,Đường 3/2,55
30.0,100.0,5,0,"68/16A Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",2023-07-08,2023-07-23,9874,Quận 10,Đường Đồng Nai,88
18.0,76.0,4,4,"68/3B Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",2023-06-06,2023-06-21,7434,Quận Tân Bình,Đường Hoàng Việt,36
25.0,230.0,4,4,"686/2A Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",2023-05-31,2023-06-15,7133,Quận Tân Bình,Đường Cách Mạng Tháng Tám,41
20.0,78.0,4,3,"69/11A Đường D2, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-03-17,2023-04-01,4602,Quận Bình Thạnh,Đường D2,48
17.0,60.0,4,3,"69/7A Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-05-03,2023-05-18,5562,Quận Bình Thạnh,Đường Nơ Trang Long,66
27.0,120.0,0,0,"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",2023-09-06,2023-09-21,12849,Quận Bình Thạnh,Đường Nơ Trang Long,52
23.0,64.0,4,4,"6D Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-05-11,2023-05-26,6413,Quận Bình Thạnh,Đường Phan Đăng Lưu,48
25.0,75.0,0,0,"740/10a Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-06-15,2023-06-30,8473,Quận 10,Đường Sư Vạn Hạnh,40
35.0,420.0,0,0,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-08-23,2023-09-07,11520,Quận 10,Đường Sư Vạn Hạnh,57
23.0,90.0,0,0,"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-02-14,2023-03-01,2845,Quận Bình Thạnh,Đường Nguyên Hồng,89
19.0,72.0,4,4,"766/31A Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-03-24,2023-04-08,4849,Quận Tân Bình,Đường Cách Mạng Tháng Tám,52
20.0,85.0,4,4,"766/ Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-07-13,2023-07-28,10021,Quận Tân Bình,Đường Cách Mạng Tháng Tám,77
18.0,85.0,2,2,"Hẻm 766 Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh",2023-08-12,2023-08-27,11819,Quận 10,Đường Lê Hồng Phong,63
21.0,81.0,4,4,"78/5a Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-06-07,2023-06-22,7547,Quận Tân Bình,Đường Cộng Hòa,27
18.0,64.0,2,3,"Hẻm 7S Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-10-14,2023-10-29,14128,Quận Bình Thạnh,Đường Phan Đăng Lưu,73
22.0,100.0,4,3,"4/5 Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",2023-04-17,2023-05-02,5647,Quận Tân Bình,Đường Hoàng Việt,42
19.0,86.0,4,4,"86/2B Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",2023-03-18,2023-04-02,4651,Quận Phú Nhuận,Đường Thích Quảng Đức,77
22.0,70.0,4,4,"86/30C Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-05-24,2023-06-08,6873,Quận Tân Bình,Đường Phổ Quang,40
25.0,72.0,0,0,"88A Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",2023-07-25,2023-08-09,11023,Quận Tân Bình,Đường Trần Văn Quang,67
40.0,126.0,3,5,"Cư Xá Đô Thành Đường 2, Phường 4, Quận 3, Hồ Chí Minh",2023-07-03,2023-07-18,9637,Quận 3,Đường 2,46
24.0,83.0,0,0,"468/1a Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",2023-05-29,2023-06-13,7084,Quận Tân Bình,Đường Cộng Hòa,32
21.0,96.0,4,3,"9/2B Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",2023-05-17,2023-06-01,6608,Quận Tân Bình,Đường Phạm Văn Hai,31
23.0,67.0,4,3,"922/3 Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-05-27,2023-06-11,7061,Quận Tân Bình,Đường Cách Mạng Tháng Tám,50
25.0,100.0,5,5,"96/3 Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",2023-09-19,2023-10-04,13086,Quận Tân Bình,Đường Phạm Phú Thứ,59
35.0,128.0,0,0,"9A Đường Đại lộ Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",2023-06-01,2023-06-16,7163,Quận Tân Bình,Đường Đại lộ Thăng Long,46
30.0,125.0,0,0,"9B Đường Phan Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",2023-07-22,2023-08-06,10927,Quận Tân Bình,Đường Phan Thăng Long,37
22.0,84.0,4,4,"71/8a Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-30,2023-09-14,11093,Quận Tân Bình,Đường Cộng Hòa,28
35.0,90.0,4,3,"392/20C Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",2023-05-30,2023-06-14,7104,Quận 10,Đường Cao Thắng,37
26.0,81.0,4,3,"343/8A Đường Bùi Thị Xuân, Phường 3, Tân Bình, Hồ Chí Minh",2023-03-10,2023-03-25,4186,Quận Tân Bình,Đường Bùi Thị Xuân,78
20.0,96.0,3,3,"158/3G Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",2023-04-21,2023-05-06,4833,Quận Tân Bình,Đường Hoàng Hoa Thám,37
20.0,42.0,4,4,"Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",2023-11-04,2023-11-19,15373,Quận Bình Thạnh,Lê Văn Duyệt,27
22.0,77.0,4,4,"120/5E Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-08-26,2023-09-10,12600,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,63
35.0,90.0,5,5,"285/ Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",2023-06-12,2023-06-27,7943,Quận 10,Đường Cách Mạng Tháng Tám,44
30.0,80.0,4,3,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-10-12,2023-10-27,13820,Quận Tân Bình,Đường Cộng Hòa,30
30.0,80.0,4,3,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-10-11,2023-10-26,13821,Quận Tân Bình,Đường Cộng Hòa,16
18.0,100.0,4,3,"29/9A Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",2023-06-20,2023-07-05,8823,Quận Gò Vấp,Đường Lê Đức Thọ,122
22.0,90.0,4,5,"93/6a Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",2023-09-19,2023-10-04,13090,Quận Tân Bình,Đường Phạm Phú Thứ,70
35.0,90.0,6,4,"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",2023-05-31,2023-06-15,7129,Quận 10,Đường Tô Hiến Thành,35
23.0,90.0,4,4,"41/9a Đường Đồng Xoài, Phường 12, Tân Bình, Hồ Chí Minh",2023-09-01,2023-09-16,10708,Quận Tân Bình,Đường Đồng Xoài,59
25.0,80.0,0,0,"58/ Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",2023-09-01,2023-09-16,10900,Quận Tân Bình,Đường Nguyễn Minh Hoàng,67
23.0,100.0,4,3,"31/9a Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",2023-06-15,2023-06-30,8449,Quận Gò Vấp,Đường Lê Đức Thọ,77
35.0,270.0,6,4,"611/42, Đường Điện Biên Phủ, Phường 1, Quận 3, Hồ Chí Minh",2023-12-04,2023-12-18,17691,Quận 3,Đường Điện Biên Phủ,23
30.0,53.0,6,3,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",2023-10-12,2023-10-27,13921,Quận 10,Đường 3/2,40
35.0,180.0,9,4,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",2023-12-10,2023-12-24,18547,Quận 10,Đường 3/2,9
48.0,112.0,6,6,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2023-11-06,2023-11-21,15525,Quận 10,Đường 3/2,19
48.0,112.0,6,6,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2023-11-06,2023-11-21,15526,Quận 10,Đường 3/2,42
55.0,204.0,0,1,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",2023-12-15,2023-12-29,19351,Quận 10,Đường 3/2,7
35.0,126.0,4,4,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-12-19,2024-01-02,19970,Quận Tân Bình,Đường Bạch Đằng,6
65.0,290.0,0,2,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-12-11,2023-12-25,18686,Quận Tân Bình,Đường Bạch Đằng,4
22.0,170.0,4,4,"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",2023-12-14,2023-12-28,19218,Quận Tân Bình,Đường Bàu Cát 1,9
15.0,100.0,3,0,"Đường Bàu Cát 2, Phường 12, Tân Bình, Hồ Chí Minh",2023-12-15,2023-12-29,19307,Quận Tân Bình,Đường Bàu Cát 2,14
20.0,64.0,4,2,"Đường Bàu Cát 8, Phường 14, Tân Bình, Hồ Chí Minh",2023-11-14,2023-11-29,16169,Quận Tân Bình,Đường Bàu Cát 8,37
22.0,110.0,1,1,"Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",2023-12-16,2023-12-30,19576,Quận Tân Bình,Đường Bàu Cát,7
18.0,90.0,5,3,"61/3A Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-05-26,2023-06-10,7024,Quận Tân Bình,Đường Bình Giã,72
25.0,72.0,5,4,"Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-11-10,2023-11-25,15754,Quận Tân Bình,Đường Bình Giã,48
35.0,210.0,3,2,"Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-12-11,2023-12-25,18687,Quận Tân Bình,Đường Bình Giã,9
18.0,80.0,4,4,"61/2C Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",2023-03-08,2023-03-23,3997,Quận Tân Bình,Đường Bình Giã,58
18.0,110.0,3,2,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-10-26,2023-11-10,14847,Quận Bình Thạnh,Đường Bình Lợi,26
26.0,115.0,4,3,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-11-02,2023-11-17,15252,Quận Bình Thạnh,Đường Bình Lợi,47
10.0,40.0,3,2,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-11-11,2023-11-26,15824,Quận Bình Thạnh,Đường Bùi Đình Túy,58
25.0,246.0,5,5,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-12-12,2023-12-26,18867,Quận Bình Thạnh,Đường Bùi Đình Túy,11
25.0,83.0,3,4,"Đường C1, Phường 13, Tân Bình, Hồ Chí Minh",2023-10-17,2023-11-01,14272,Quận Tân Bình,Đường C1,48
50.0,162.0,10,0,"23/1, Đường C1, Phường 13, Tân Bình, Hồ Chí Minh",2023-12-05,2023-12-19,17778,Quận Tân Bình,Đường C1,12
17.0,32.0,2,2,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",2023-10-21,2023-11-05,14545,Quận 3,Đường Cách Mạng Tháng Tám,7
20.0,60.0,0,2,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",2023-11-20,2023-12-05,16512,Quận 10,Đường Cách Mạng Tháng Tám,7
22.0,42.0,3,3,"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",2023-11-13,2023-11-28,16035,Quận Tân Bình,Đường Cách Mạng Tháng Tám,63
15.5,53.0,3,2,"Đường Cao Thắng, Phường 11, Quận 10, Hồ Chí Minh",2023-10-17,2023-11-01,14226,Quận 10,Đường Cao Thắng,56
20.0,88.0,0,0,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-10-22,2023-11-06,14658,Quận Tân Bình,Đường Cộng Hòa,91
16.0,45.0,4,3,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",2023-11-12,2023-11-27,15958,Quận Tân Bình,Đường Cộng Hòa,40
18.0,38.0,4,4,"Đường Cộng Hoà, Phường 13, Tân Bình, Hồ Chí Minh",2023-12-06,2023-12-20,17820,Quận Tân Bình,Đường Cộng Hòa,11
80.0,100.0,6,6,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",2023-10-21,2023-11-05,14555,Quận Tân Bình,Đường Cộng Hòa,9
15.0,64.0,1,2,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-10-27,2023-11-11,14895,Quận Tân Bình,Đường Cộng Hòa,58
14.0,22.0,2,2,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-11-21,2023-12-06,16618,Quận Tân Bình,Đường Cộng Hòa,6
20.0,90.0,4,2,"Đường Cộng Hoà, Phường 4, Tân Bình, Hồ Chí Minh",2023-12-17,2023-12-31,19707,Quận Tân Bình,Đường Cộng Hòa,7
25.0,100.0,0,0,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-11-13,2023-11-28,16077,Quận Tân Bình,Đường Cộng Hòa,58
15.0,68.0,4,3,"622/12A Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",2023-03-02,2023-03-17,3784,Quận Tân Bình,Đường Cộng Hòa,33
20.0,85.0,4,4,"232/6A Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-03-01,2023-03-16,3767,Quận Tân Bình,Đường Cộng Hòa,39
17.0,56.0,5,3,"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",2023-11-06,2023-11-21,15464,Quận Tân Bình,Đường Cống Lở,44
13.0,38.0,2,1,"Đường D1, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-11-07,2023-11-22,15634,Quận Bình Thạnh,Đường D1,24
20.0,168.0,0,2,"Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-10-30,2023-11-14,15104,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,22
15.0,52.0,3,2,"Đường Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-10-19,2023-11-03,14425,Quận Bình Thạnh,Đường Đặng Thuỳ Trâm,32
40.0,84.0,7,10,"Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",2023-11-26,2023-12-11,17000,Quận Bình Thạnh,Đường Điện Biên Phủ,38
35.0,84.0,0,0,", Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",2023-12-04,2023-12-18,17716,Quận Bình Thạnh,Đường Điện Biên Phủ,14
18.0,80.0,2,2,"Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",2023-11-12,2023-11-27,15959,Quận Bình Thạnh,Đường Điện Biên Phủ,24
21.0,78.0,6,6,"Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",2023-11-28,2023-12-13,17213,Quận Tân Bình,Đường Giải Phóng,9
15.0,110.0,3,3,"Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",2023-12-18,2024-01-01,19906,Quận Tân Bình,Đường Giải Phóng,9
16.0,80.0,4,3,"Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",2023-11-06,2023-11-21,15513,Quận Tân Phú,Đường Hồ Đắc Di,42
20.0,176.0,0,0,"Đường Hòa Bình, Phường 3, Quận 11, Hồ Chí Minh",2023-10-24,2023-11-08,14711,Quận 11,Đường Hòa Bình,35
40.0,264.0,7,2,"Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",2023-10-30,2023-11-14,15092,Quận 10,Đường Hòa Hưng,14
50.0,302.0,0,3,"Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",2023-12-12,2023-12-26,18806,Quận 10,Đường Hoàng Dư Khương,9
30.0,84.0,5,6,"Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",2023-10-27,2023-11-11,14922,Quận 10,Đường Hoàng Dư Khương,74
23.0,72.0,3,4,"183/1A Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",2023-03-09,2023-03-24,4050,Quận Bình Thạnh,Đường Hoàng Hoa Thám,43
24.0,225.0,4,4,"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-12-17,2023-12-31,19663,Quận Tân Bình,Đường Hoàng Hoa Thám,9
15.0,64.0,4,3,"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-11-20,2023-12-05,16510,Quận Tân Bình,Đường Hoàng Hoa Thám,6
28.0,80.0,6,4,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",2023-12-02,2023-12-17,17532,Quận Tân Bình,Đường Hoàng Hoa Thám,12
20.0,68.0,4,3,"38/6b Đường Hoàng Văn Thụ, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-03-08,2023-03-23,3992,Quận Phú Nhuận,Đường Hoàng Văn Thụ,50
13.0,48.0,2,2,"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-10-26,2023-11-10,14836,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,24
23.0,47.0,5,3,"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-10-31,2023-11-15,15180,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,66
68.0,300.0,10,0,"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",2023-10-28,2023-11-12,14987,Quận Gò Vấp,Đường Huỳnh Văn Nghệ,41
15.0,45.0,3,3,"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",2023-10-25,2023-11-09,14747,Quận Gò Vấp,Đường Lê Quang Định,42
25.0,67.0,4,4,"Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",2023-11-19,2023-12-04,16453,Quận Bình Thạnh,Đường Lê Quang Định,53
20.0,85.0,2,2,"Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-12-19,2024-01-02,19982,Quận Bình Thạnh,Đường Lê Văn Duyệt,13
27.0,77.0,4,5,"184/3 Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-08-24,2023-09-08,12493,Quận Phú Nhuận,Đường Lê Văn Sỹ,29
27.0,77.0,5,4,"184/3 Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-10-14,2023-10-29,14124,Quận Phú Nhuận,Đường Lê Văn Sỹ,92
35.0,110.0,5,4,"281/7A Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-08-26,2023-09-10,12595,Quận Tân Bình,Đường Lê Văn Sỹ,27
36.0,100.0,0,0,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-11-21,2023-12-06,16656,Quận Phú Nhuận,Đường Lê Văn Sỹ,27
25.0,84.0,4,3,"Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",2023-10-31,2023-11-15,15146,Quận Gò Vấp,Đường Lê Văn Thọ,32
22.0,126.0,4,3,"Đường Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",2023-12-13,2023-12-27,19074,Quận 11,Đường Lữ Gia,14
27.0,80.0,7,7,"Đường A, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",2023-12-06,2023-12-20,17861,Quận Tân Phú,Đường A,16
25.0,28.0,0,0,"Đường Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",2023-11-21,2023-12-06,16634,Quận 11,Đường Lý Thường Kiệt,44
20.0,62.0,2,2,"Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2023-10-13,2023-10-28,14057,Quận Tân Bình,Đường Lý Thường Kiệt,56
30.0,100.0,0,0,"Đường Nam Kỳ Khởi Nghĩa, Phường 6, Quận 3, Hồ Chí Minh",2023-02-06,2023-02-21,2778,Quận 3,Đường Nam Kỳ Khởi Nghĩa,46
35.0,140.0,4,3,"Đường Nghĩa Phát, Phường 7, Tân Bình, Hồ Chí Minh",2023-12-16,2023-12-30,19522,Quận Tân Bình,Đường Nghĩa Phát,10
32.0,90.0,5,3,"Đường Nguyễn Đình Chiểu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-11-05,2023-11-20,15426,Quận Phú Nhuận,Đường Nguyễn Đình Chiểu,53
